ID,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_AIRPORT_SEQ_ID,DIV1_WHEELS_ON,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV1_WHEELS_OFF,DIV1_TAIL_NUM,DIV2_AIRPORT,DIV2_AIRPORT_ID,DIV2_AIRPORT_SEQ_ID,DIV2_WHEELS_ON,DIV2_TOTAL_GTIME,DIV2_LONGEST_GTIME,DIV2_WHEELS_OFF,DIV2_TAIL_NUM,DIV3_AIRPORT,DIV3_AIRPORT_ID,DIV3_AIRPORT_SEQ_ID,DIV3_WHEELS_ON,DIV3_TOTAL_GTIME,DIV3_LONGEST_GTIME,DIV3_WHEELS_OFF,DIV3_TAIL_NUM,DIV4_AIRPORT,DIV4_AIRPORT_ID,DIV4_AIRPORT_SEQ_ID,DIV4_WHEELS_ON,DIV4_TOTAL_GTIME,DIV4_LONGEST_GTIME,DIV4_WHEELS_OFF,DIV4_TAIL_NUM,DIV5_AIRPORT,DIV5_AIRPORT_ID,DIV5_AIRPORT_SEQ_ID,DIV5_WHEELS_ON,DIV5_TOTAL_GTIME,DIV5_LONGEST_GTIME,DIV5_WHEELS_OFF,DIV5_TAIL_NUM,Unnamed: 109
1641,2018,2,5,23,3,UA,19977,UA,N34131,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,756,1,1,0,0,0700-0759,20,816,1116,8,1131,1124,-7,0,0,-1,1100-1159,0,,0,396,388,360,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,2018,2,5,22,2,UA,19977,UA,N768UA,2400,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1820,1934,74,74,1,4,1800-1859,25,1959,2258,7,2145,2305,80,80,1,5,2100-2159,0,,0,385,391,359,1,2704,11,0,0,27,0,53,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,2018,2,5,22,2,UA,19977,UA,N34131,2294,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,900,858,-2,0,0,-1,0900-0959,14,912,1207,7,1236,1214,-22,0,0,-2,1200-1259,0,,0,396,376,355,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,2018,2,5,22,2,UA,19977,UA,N512UA,558,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,2040,2039,-1,0,0,-1,2000-2059,20,2059,15,6,16,21,5,5,0,0,0001-0559,0,,0,396,402,376,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,2018,2,5,22,2,UA,19977,UA,N505UA,477,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1115,1113,-2,0,0,-1,1100-1159,25,1138,1438,7,1451,1445,-6,0,0,-1,1400-1459,0,,0,396,392,360,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,2018,2,5,22,2,UA,19977,UA,N502UA,433,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,604,554,-10,0,0,-1,0600-0659,59,653,948,5,941,953,12,12,0,0,0900-0959,0,,0,397,419,355,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,2018,2,5,22,2,UA,19977,UA,N598UA,351,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1550,1718,88,88,1,5,1500-1559,26,1744,2110,4,1926,2114,108,108,1,7,1900-1959,0,,0,396,416,386,1,2704,11,0,0,108,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,2018,2,5,22,2,UA,19977,UA,N34137,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,807,12,12,0,0,0700-0759,18,825,1120,7,1131,1127,-4,0,0,-1,1100-1159,0,,0,396,380,355,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,2018,2,5,21,1,UA,19977,UA,N779UA,2400,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1820,1836,16,16,1,1,1800-1859,21,1857,2159,12,2145,2211,26,26,1,1,2100-2159,0,,0,385,395,362,1,2704,11,16,0,10,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,2018,2,5,21,1,UA,19977,UA,N34137,2294,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,900,855,-5,0,0,-1,0900-0959,14,909,1207,8,1236,1215,-21,0,0,-2,1200-1259,0,,0,396,380,358,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,2018,2,5,21,1,UA,19977,UA,N587UA,558,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,2040,2028,-12,0,0,-1,2000-2059,23,2051,1,5,16,6,-10,0,0,-1,0001-0559,0,,0,396,398,370,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,2018,2,5,21,1,UA,19977,UA,N502UA,477,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1115,1115,0,0,0,0,1100-1159,15,1130,1430,8,1451,1438,-13,0,0,-1,1400-1459,0,,0,396,383,360,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,2018,2,5,21,1,UA,19977,UA,N512UA,433,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,604,556,-8,0,0,-1,0600-0659,16,612,925,5,941,930,-11,0,0,-1,0900-0959,0,,0,397,394,373,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,2018,2,5,21,1,UA,19977,UA,N598UA,351,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1550,1546,-4,0,0,-1,1500-1559,18,1604,1948,10,1926,1958,32,32,1,2,1900-1959,0,,0,396,432,404,1,2704,11,0,0,32,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,2018,2,5,21,1,UA,19977,UA,N14121,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,748,-7,0,0,-1,0700-0759,16,804,1053,12,1131,1105,-26,0,0,-2,1100-1159,0,,0,396,377,349,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,2018,2,5,20,7,UA,19977,UA,N778UA,2400,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1820,1851,31,31,1,2,1800-1859,22,1913,2148,4,2145,2152,7,7,0,0,2100-2159,0,,0,385,361,335,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,2018,2,5,20,7,UA,19977,UA,N41135,2294,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,900,919,19,19,1,1,0900-0959,17,936,1238,5,1236,1243,7,7,0,0,1200-1259,0,,0,396,384,362,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,2018,2,5,20,7,UA,19977,UA,N510UA,558,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,2040,2049,9,9,0,0,2000-2059,21,2110,10,9,16,19,3,3,0,0,0001-0559,0,,0,396,390,360,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,2018,2,5,20,7,UA,19977,UA,N512UA,477,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1115,1110,-5,0,0,-1,1100-1159,23,1133,1434,5,1451,1439,-12,0,0,-1,1400-1459,0,,0,396,389,361,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,2018,2,5,20,7,UA,19977,UA,N588UA,433,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,604,635,31,31,1,2,0600-0659,17,652,948,5,941,953,12,12,0,0,0900-0959,0,,0,397,378,356,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,2018,2,5,20,7,UA,19977,UA,N598UA,351,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1550,1549,-1,0,0,-1,1500-1559,17,1606,1911,5,1926,1916,-10,0,0,-1,1900-1959,0,,0,396,387,365,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,2018,2,5,20,7,UA,19977,UA,N14120,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,751,-4,0,0,-1,0700-0759,13,804,1058,6,1131,1104,-27,0,0,-2,1100-1159,0,,0,396,373,354,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,2018,2,5,8,2,UA,19977,UA,N14120,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,751,-4,0,0,-1,0700-0759,17,808,1055,9,1131,1104,-27,0,0,-2,1100-1159,0,,0,396,373,347,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,2018,2,5,7,1,UA,19977,UA,N215UA,2400,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1820,1820,0,0,0,0,1800-1859,22,1842,2114,5,2145,2119,-26,0,0,-2,2100-2159,0,,0,385,359,332,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,2018,2,5,7,1,UA,19977,UA,N19130,2294,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,900,853,-7,0,0,-1,0900-0959,13,906,1154,5,1236,1159,-37,0,0,-2,1200-1259,0,,0,396,366,348,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,2018,2,5,7,1,UA,19977,UA,N510UA,558,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,2040,2032,-8,0,0,-1,2000-2059,15,2047,2336,9,16,2345,-31,0,0,-2,0001-0559,0,,0,396,373,349,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,2018,2,5,7,1,UA,19977,UA,N505UA,477,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1115,1109,-6,0,0,-1,1100-1159,10,1119,1413,4,1451,1417,-34,0,0,-2,1400-1459,0,,0,396,368,354,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,2018,2,5,7,1,UA,19977,UA,N590UA,433,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,604,605,1,1,0,0,0600-0659,34,639,934,7,941,941,0,0,0,0,0900-0959,0,,0,397,396,355,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,2018,2,5,7,1,UA,19977,UA,N587UA,351,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1550,1559,9,9,0,0,1500-1559,14,1613,1911,11,1926,1922,-4,0,0,-1,1900-1959,0,,0,396,383,358,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,2018,2,5,7,1,UA,19977,UA,N17133,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,802,7,7,0,0,0700-0759,27,829,1115,5,1131,1120,-11,0,0,-1,1100-1159,0,,0,396,378,346,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,2018,2,5,6,7,UA,19977,UA,N2747U,2400,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1820,1837,17,17,1,1,1800-1859,13,1850,2134,16,2145,2150,5,5,0,0,2100-2159,0,,0,385,373,344,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,2018,2,5,6,7,UA,19977,UA,N13113,2294,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,900,932,32,32,1,2,0900-0959,14,946,1248,4,1236,1252,16,16,1,1,1200-1259,0,,0,396,380,362,1,2704,11,16,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,2018,2,5,6,7,UA,19977,UA,N589UA,558,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,2040,2025,-15,0,0,-1,2000-2059,11,2036,2330,6,16,2336,-40,0,0,-2,0001-0559,0,,0,396,371,354,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,2018,2,5,6,7,UA,19977,UA,N598UA,477,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1115,1108,-7,0,0,-1,1100-1159,19,1127,1429,7,1451,1436,-15,0,0,-1,1400-1459,0,,0,396,388,362,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,2018,2,5,6,7,UA,19977,UA,N502UA,433,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,604,554,-10,0,0,-1,0600-0659,19,613,936,6,941,942,1,1,0,0,0900-0959,0,,0,397,408,383,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,2018,2,5,6,7,UA,19977,UA,N505UA,351,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1550,1551,1,1,0,0,1500-1559,12,1603,1911,5,1926,1916,-10,0,0,-1,1900-1959,0,,0,396,385,368,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,2018,2,5,6,7,UA,19977,UA,N13110,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,755,0,0,0,0,0700-0759,15,810,1118,10,1131,1128,-3,0,0,-1,1100-1159,0,,0,396,393,368,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,2018,2,5,5,6,UA,19977,UA,N13113,2294,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,900,857,-3,0,0,-1,0900-0959,13,910,1210,12,1236,1222,-14,0,0,-1,1200-1259,0,,0,396,385,360,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,2018,2,5,5,6,UA,19977,UA,N518UA,558,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,2040,2137,57,57,1,3,2000-2059,12,2149,55,5,16,100,44,44,1,2,0001-0559,0,,0,396,383,366,1,2704,11,0,0,44,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,2018,2,5,5,6,UA,19977,UA,N502UA,477,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1115,1115,0,0,0,0,1100-1159,15,1130,1437,5,1451,1442,-9,0,0,-1,1400-1459,0,,0,396,387,367,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,2018,2,5,5,6,UA,19977,UA,N587UA,433,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,604,558,-6,0,0,-1,0600-0659,15,613,924,12,941,936,-5,0,0,-1,0900-0959,0,,0,397,398,371,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,2018,2,5,5,6,UA,19977,UA,N505UA,351,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1550,1540,-10,0,0,-1,1500-1559,12,1552,1902,4,1926,1906,-20,0,0,-2,1900-1959,0,,0,396,386,370,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,2018,2,5,5,6,UA,19977,UA,N12116,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,758,3,3,0,0,0700-0759,15,813,1115,19,1131,1134,3,3,0,0,1100-1159,0,,0,396,396,362,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,2018,2,5,4,5,UA,19977,UA,N212UA,2400,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1820,1837,17,17,1,1,1800-1859,20,1857,2154,5,2145,2159,14,14,0,0,2100-2159,0,,0,385,382,357,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,2018,2,5,4,5,UA,19977,UA,N12116,2294,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,900,851,-9,0,0,-1,0900-0959,14,905,1209,10,1236,1219,-17,0,0,-2,1200-1259,0,,0,396,388,364,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,2018,2,5,4,5,UA,19977,UA,N596UA,558,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,2040,2031,-9,0,0,-1,2000-2059,16,2047,2,7,16,9,-7,0,0,-1,0001-0559,0,,0,396,398,375,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,2018,2,5,4,5,UA,19977,UA,N518UA,477,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1115,1114,-1,0,0,-1,1100-1159,12,1126,1431,10,1451,1441,-10,0,0,-1,1400-1459,0,,0,396,387,365,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,2018,2,5,4,5,UA,19977,UA,N596UA,433,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,604,557,-7,0,0,-1,0600-0659,20,617,920,10,941,930,-11,0,0,-1,0900-0959,0,,0,397,393,363,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,2018,2,5,4,5,UA,19977,UA,N598UA,351,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1550,1554,4,4,0,0,1500-1559,10,1604,1914,9,1926,1923,-3,0,0,-1,1900-1959,0,,0,396,389,370,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,2018,2,5,19,6,UA,19977,UA,N14120,2294,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,900,902,2,2,0,0,0900-0959,12,914,1210,5,1236,1215,-21,0,0,-2,1200-1259,0,,0,396,373,356,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,2018,2,5,19,6,UA,19977,UA,N597UA,558,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,2040,2044,4,4,0,0,2000-2059,14,2058,2357,5,16,2,-14,0,0,-1,0001-0559,0,,0,396,378,359,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,2018,2,5,19,6,UA,19977,UA,N588UA,477,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1115,1114,-1,0,0,-1,1100-1159,11,1125,1410,12,1451,1422,-29,0,0,-2,1400-1459,0,,0,396,368,345,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,2018,2,5,19,6,UA,19977,UA,N597UA,433,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,604,600,-4,0,0,-1,0600-0659,21,621,935,22,941,957,16,16,1,1,0900-0959,0,,0,397,417,374,1,2704,11,0,0,16,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,2018,2,5,19,6,UA,19977,UA,N568UA,351,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1555,1817,142,142,1,9,1500-1559,34,1851,2137,26,1931,2203,152,152,1,10,1900-1959,0,,0,396,406,346,1,2704,11,0,0,152,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,2018,2,5,19,6,UA,19977,UA,N26123,207,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,755,755,0,0,0,0,0700-0759,14,809,1103,42,1131,1145,14,14,0,0,1100-1159,0,,0,396,410,354,1,2704,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,2018,2,5,18,5,UA,19977,UA,N211UA,2400,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1820,1944,84,84,1,5,1800-1859,16,2000,2253,5,2145,2258,73,73,1,4,2100-2159,0,,0,385,374,353,1,2704,11,0,0,73,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
